a,b,c,d
4990 -ÿSeara,1,44,"44,"
4990 -ÿSerdedelo,1,45,"45,"
4990 -ÿSouto Rebordäes,1,46,"46,"
4990 -ÿVilar das Almas,1,47,"47,"
4990 -ÿVilar do Monte,1,48,"48,"
4990 -ÿVitorino das Donas,1,49,"49,"
4990 -ÿVitorino dos PiÆes,1,50,"50,"
Valen‡aÿmunicipality[edit],0,51,"51,"
4930 -ÿArÆo,1,0,"0,"
4930 -ÿBoivÆo,1,1,"1,"
4930 -ÿCerdal,1,2,"2,"
4930 -ÿCristelo Covo,1,3,"3,"
4930 -ÿFontoura,1,4,"4,"
4930 -ÿFriestas,1,5,"5,"
4930 -ÿGandra,1,6,"6,"
4930 -ÿGanfei,1,7,"7,"
4930 -ÿGondomil,1,8,"8,"
4930 -ÿSanfins,1,9,"9,"
4930 -ÿSÆo JuliÆo,1,10,"10,"
4930 -ÿSÆo Pedro da Torre,1,11,"11,"
4930 -ÿSilva,1,12,"12,"
4930 -ÿTaiÆo,1,13,"13,"
4930 - Valen‡a,1,14,"14,"
4930 -ÿVerdoejo,1,15,"15,"
Viana do Casteloÿmunicipality[edit],0,16,"16,"
4900 -ÿAfife,1,0,"0,"
4905 -ÿAlvarÆes,1,1,"1,"
4925 -ÿAmonde,1,2,"2,"
4935 -ÿVila Nova de Anha,1,3,"3,"
4900 -ÿAreosa,1,4,"4,"
4905 -ÿBarroselas,1,5,"5,"
4925 -ÿCardielos,1,6,"6,"
4900 -ÿCarre‡o,1,7,"7,"
4905 -ÿCarvoeiro,1,8,"8,"
4935 -ÿCastelo do Neiva,1,9,"9,"
4935 -ÿDarque,1,10,"10,"
4905 -ÿDeÆo,1,11,"11,"
4905 -ÿDeocriste,1,12,"12,"
4910 -ÿFreixieiro de Soutelo,1,13,"13,"
4925 -ÿLanheses,1,14,"14,"
4935 -ÿMazarefes,1,15,"15,"
4900 -ÿMeadela,1,16,"16,"
4925 -ÿMeixedo,1,17,"17,"
4900 -ÿMonserrate,1,18,"18,"
4925 -ÿMontaria,1,19,"19,"
4905 -ÿMoreira de Geraz do Lima,1,20,"20,"
4905 -ÿMujÆes,1,21,"21,"
4935 -ÿNeiva,1,22,"22,"
4925 -ÿNogueira,1,23,"23,"
4925 -ÿOuteiro,1,24,"24,"
4925 -ÿPerre,1,25,"25,"
4905 -ÿPortela SusÆ,1,26,"26,"
4925 -ÿSanta Marta de Portuzelo,1,27,"27,"
4905 -ÿGeraz Lima (Santa Leoc dia),1,28,"28,"
4905 -ÿGeraz Lima (Santa Maria),1,29,"29,"
4900 -ÿSanta Maria Maior,1,30,"30,"
4925 -ÿSerreleis,1,31,"31,"
4905 -ÿSubportela,1,32,"32,"
4925 -ÿTorre,1,33,"33,"
4935 -ÿVila Franca,1,34,"34,"
4935 -ÿVila Fria,1,35,"35,"
4925 -ÿVila Mou,1,36,"36,"
4905 -ÿVila de Punhe,1,37,"37,"
4925 -ÿVilar de Murteda,1,38,"38,"
4935 -ÿChaf‚,1,39,"39,"
Vila Nova de Cerveiraÿmunicipality[edit],0,40,"40,"
4920 -ÿCampos,1,0,"0,"
4920 -ÿCandemil,1,1,"1,"
4920 -ÿCornes,1,2,"2,"
4920 -ÿCovas,1,3,"3,"
4920 -ÿGondar,1,4,"4,"
4920 -ÿGondar‚m,1,5,"5,"
4920 -ÿLoivo,1,6,"6,"
4920 -ÿLovelhe,1,7,"7,"
4920 -ÿMentrestido,1,8,"8,"
4920 -ÿNogueira,1,9,"9,"
4920 -ÿReboreda,1,10,"10,"
4920 -ÿSapardos,1,11,"11,"
4920 -ÿSopo,1,12,"12,"
4920 -ÿVila MeÆ,1,13,"13,"
4920 -ÿVila Nova de Cerveira,1,14,"14,"
,0,15,"15,"
Vila Real District[edit],0,0,"0,"
Alij¢ÿmunicipality[edit],0,0,"0,"
5070 -ÿAlij¢,1,0,"0,"
5070 -ÿAmieiro,1,1,"1,"
5070 -ÿCarlÆo,1,2,"2,"
5085 -ÿCasal de Loivos,1,3,"3,"
5070 -ÿCastedo,1,4,"4,"
5070 -ÿCotas,1,5,"5,"
5070 -ÿFavaios,1,6,"6,"
5070 -ÿPegarinhos,1,7,"7,"
5085 -ÿPinhÆo,1,8,"8,"
5070 -ÿP¢pulo,1,9,"9,"
5070 -ÿRibalonga,1,10,"10,"
5070 -ÿSanfins do Douro,1,11,"11,"
5070 -ÿSanta Eug‚nia,1,12,"12,"
5070 -ÿSÆo Mamede de Ribatua,1,13,"13,"
5085 -ÿVale de Mendiz,1,14,"14,"
5070 -ÿVila ChÆ,1,15,"15,"
5070 -ÿVila Verde,1,16,"16,"
5070 -ÿVilar de Ma‡ada,1,17,"17,"
5085 -ÿVilarinho de Cotas,1,18,"18,"
Boticasÿmunicipality[edit],0,19,"19,"
5460 -ÿAlturas do Barroso,1,0,"0,"
5460 -ÿArdÆos,1,1,"1,"
5460 -ÿBe‡a,1,2,"2,"
5460 -ÿBobadela,1,3,"3,"
5460 -ÿBoticas,1,4,"4,"
5460 -ÿCerdedo,1,5,"5,"
5460 -ÿCodessoso,1,6,"6,"
5460 -ÿCovas do Barroso,1,7,"7,"
5460 -ÿCurros,1,8,"8,"
5460 -ÿDornelas,1,9,"9,"
5460 -ÿFiÆes do Tamega,1,10,"10,"
5460 -ÿGranja,1,11,"11,"
5460 -ÿPinho,1,12,"12,"
5460 -ÿSÆo Salvador de Viveiro,1,13,"13,"
5460 -ÿSapiÆos,1,14,"14,"
5460 -ÿVilar,1,15,"15,"
Chavesÿmunicipality[edit],0,16,"16,"
5400 -ÿµguas Frias,1,0,"0,"
5425 -ÿAnelhe,1,1,"1,"
5425 -ÿArcoss¢,1,2,"2,"
5400 -ÿBobadela,1,3,"3,"
5400 -ÿBustelo,1,4,"4,"
5400 -ÿCalvÆo,1,5,"5,"
5400 -ÿCela,1,6,"6,"
5400 -ÿCimo de Vila de Castanheira,1,7,"7,"
5400 -ÿCuralha,1,8,"8,"
5400 -ÿEiras,1,9,"9,"
5400 -ÿErvededo,1,10,"10,"
5400 -ÿFaiäes,1,11,"11,"
5400 -ÿLama de Arcos,1,12,"12,"
5425 -ÿLoivos,1,13,"13,"
5400 -ÿMairos,1,14,"14,"
5400 -ÿMoreiras,1,15,"15,"
5400 -ÿNogueira da Montanha,1,16,"16,"
5400 -ÿOucidres,1,17,"17,"
5425 -ÿOura,1,18,"18,"
5400 -ÿOuteiro Seco,1,19,"19,"
5400 -ÿParadela,1,20,"20,"
5425 -ÿP¢voa de Agra‡äes,1,21,"21,"
5400 -ÿRedondelo,1,22,"22,"
5400 -ÿRoriz,1,23,"23,"
5400 -ÿSamaiäes,1,24,"24,"
5400 -ÿSanfins,1,25,"25,"
5400 -ÿSanjurje,1,26,"26,"
5400 -ÿSanta Leoc dia,1,27,"27,"
5400 -ÿSanto Ant¢nio de Monforte,1,28,"28,"
5400 -ÿSanto EstevÆo,1,29,"29,"
5400 -ÿSÆo JuliÆo de Montenegro,1,30,"30,"
5400 -ÿSÆo Pedro de Agostem,1,31,"31,"
5400 -ÿSÆo Vicente,1,32,"32,"
5400 -ÿSeara Velha,1,33,"33,"
5425 -ÿSelhariz,1,34,"34,"
5400 -ÿSoutelinho da Raia,1,35,"35,"
5400 -ÿSoutelo,1,36,"36,"
5400 -ÿTravancas,1,37,"37,"
5400 -ÿTronco,1,38,"38,"
5400 -ÿVale de Anta,1,39,"39,"
5425 -ÿVidago,1,40,"40,"
5400 -ÿVila Verde de Raia,1,41,"41,"
5400 -ÿVilar de Nantes,1,42,"42,"
5400 -ÿVilarelho da Raia,1,43,"43,"
5425 -ÿVilarinho das Paranheiras,1,44,"44,"
5425 -ÿVilas Boas,1,45,"45,"
5400 -ÿVilela Seca,1,46,"46,"
5400 -ÿVilela do Tƒmega,1,47,"47,"
5400 -ÿSanta Maria Maior,1,48,"48,"
5400 -ÿMadalena,1,49,"49,"
5400 -ÿSanta Cruz/Trindade,1,50,"50,"
MesÆo Frioÿmunicipality[edit],0,51,"51,"
5040 -ÿBarqueiros,1,0,"0,"
5040 -ÿCidadelhe,1,1,"1,"
5040 -ÿOliveira,1,2,"2,"
5040 -ÿSanta Cristina,1,3,"3,"
5040 -ÿSÆo Nicolau,1,4,"4,"
5040 -ÿVila JusÆ,1,5,"5,"
5040 -ÿVila Marim,1,6,"6,"
Mondim de Bastoÿmunicipality[edit],0,7,"7,"
4880 -ÿAtei,1,0,"0,"
4880 -ÿBilh¢,1,1,"1,"
4880 -ÿCampanh¢,1,2,"2,"
4880 -ÿErmelo,1,3,"3,"
4880 -ÿMondim de Basto,1,4,"4,"
4880 -ÿParadan‡a,1,5,"5,"
4880 -ÿPardelhas,1,6,"6,"
4880 -ÿVilar de Ferreiros,1,7,"7,"
Montalegreÿmunicipality[edit],0,8,"8,"
5470 -ÿCabril,1,0,"0,"
5470 -ÿCambeses do Rio,1,1,"1,"
5470 -ÿCervos,1,2,"2,"
5470 -ÿChÆ,1,3,"3,"
5470 -ÿContim,1,4,"4,"
5470 -ÿCovelÆes,1,5,"5,"
5470 -ÿCovelo do Gerez,1,6,"6,"
5470 -ÿDonäes,1,7,"7,"
5470 -ÿFerral,1,8,"8,"
5470 -ÿFervidelas,1,9,"9,"
5470 -ÿFiÆes do Rio,1,10,"10,"
5470 -ÿGralhas,1,11,"11,"
5470 -ÿMeixedo,1,12,"12,"
5470 -ÿMeixide,1,13,"13,"
5470 -ÿMontalegre,1,14,"14,"
5470 -ÿMorgade,1,15,"15,"
5470 -ÿMourilhe,1,16,"16,"
5470 -ÿNegräes,1,17,"17,"
5470 -ÿOuteiro,1,18,"18,"
5470 -ÿPadornelos,1,19,"19,"
5470 -ÿPadroso,1,20,"20,"
5470 -ÿParadela,1,21,"21,"
5470 -ÿPitäes das Junias,1,22,"22,"
5470 -ÿPondras,1,23,"23,"
5470 -ÿReigoso,1,24,"24,"
5470 -ÿSalto,1,25,"25,"
5470 -ÿSanto Andr‚,1,26,"26,"
5470 -ÿVilar Perdizes (SÆo Miguel),1,27,"27,"
5470 -ÿSarraquinhos,1,28,"28,"
5470 -ÿSezelhe,1,29,"29,"
5470 -ÿSolveira,1,30,"30,"
5470 -ÿTour‚m,1,31,"31,"
5470 -ÿVenda Nova,1,32,"32,"
5470 -ÿViade de Baixo,1,33,"33,"
5470 -ÿVila da Ponte,1,34,"34,"
Mur‡aÿmunicipality[edit],0,35,"35,"
5090 -ÿCandedo,1,0,"0,"
5090 -ÿCarva,1,1,"1,"
5090 -ÿFiolhoso,1,2,"2,"
5090 -ÿJou,1,3,"3,"
5090 -ÿMur‡a,1,4,"4,"
5090 -ÿNoura,1,5,"5,"
5090 -ÿPalheiros,1,6,"6,"
5090 -ÿValongo de Milhais,1,7,"7,"
5090 -ÿVilares,1,8,"8,"
Peso da R‚guaÿmunicipality[edit],0,9,"9,"
5050 -ÿCovelinhas,1,0,"0,"
5050 -ÿFontelas,1,1,"1,"
5050 -ÿGalafura,1,2,"2,"
5050 -ÿGodim,1,3,"3,"
5050 -ÿLoureiro,1,4,"4,"
5050 -ÿMoura Morta,1,5,"5,"
5050 -ÿPeso da R‚gua,1,6,"6,"
5050 -ÿPoiares,1,7,"7,"
5040 -ÿSedielos,1,8,"8,"
5050 -ÿVilarinho dos Freires,1,9,"9,"
5050 -ÿVinh¢s,1,10,"10,"
5050 -ÿCanelas,1,11,"11,"
Ribeira de Penaÿmunicipality[edit],0,12,"12,"
4870 -ÿAlvadia,1,0,"0,"
4870 -ÿCanedo,1,1,"1,"
4870 -ÿCerva,1,2,"2,"
4870 -ÿLimäes,1,3,"3,"
4870 -ÿSalvador,1,4,"4,"
4870 -ÿSanta Marinha,1,5,"5,"
4870 -ÿSanto Aleixo de Al‚m-Tamega,1,6,"6,"
Sabrosaÿmunicipality[edit],0,7,"7,"
5060 -ÿCeleir¢s,1,0,"0,"
5085 -ÿCovas do Douro,1,1,"1,"
5085 -ÿGouvÆes do Douro,1,2,"2,"
5060 -ÿGouvinhas,1,3,"3,"
5060 -ÿParada de PinhÆo,1,4,"4,"
5060 -ÿParadela de GuiÆes,1,5,"5,"
5060 -ÿPa‡os,1,6,"6,"
5060 -ÿProvesende,1,7,"7,"
5060 -ÿSabrosa,1,8,"8,"
5085 -ÿSÆo Crist¢vÆo do Douro,1,9,"9,"
5060 -ÿSÆo Louren‡o de RibapinhÆo,1,10,"10,"
5060 -ÿSÆo Martinho de Antas,1,11,"11,"
5060 -ÿSouto Maior,1,12,"12,"
5060 -ÿTorre do PinhÆo,1,13,"13,"
5060 -ÿVilarinho de SÆo RomÆo,1,14,"14,"
Santa Marta de PenaguiÆoÿmunicipality[edit],0,15,"15,"
5030 -ÿAlva‡äes do Corgo,1,0,"0,"
5030 -ÿCumieira,1,1,"1,"
5030 -ÿFontes,1,2,"2,"
5030 -ÿFornelos,1,3,"3,"
5030 -ÿLouredo,1,4,"4,"
5030 -ÿMedräes,1,5,"5,"
5030 -ÿSanhoane,1,6,"6,"
5030 -ÿLobrigos (SÆo JoÆo Batista),1,7,"7,"
5030 -ÿSÆo Miguel,1,8,"8,"
5030 -ÿSever,1,9,"9,"
Valpa‡osÿmunicipality[edit],0,10,"10,"
5430 -ÿµgua Revˆs e Crasto,1,0,"0,"
5430 -ÿAlvarelhos,1,1,"1,"
5445 -ÿArgeriz,1,2,"2,"
5430 -ÿBarreiros,1,3,"3,"
5430 -ÿBou‡oÆes,1,4,"4,"
5430 -ÿCanaveses,1,5,"5,"
5445 -ÿCarrazedo de Montenegro,1,6,"6,"
5445 -ÿCurros,1,7,"7,"
5430 -ÿErväes,1,8,"8,"
5430 -ÿFiÆes,1,9,"9,"
5430 -ÿFornos do Pinhal,1,10,"10,"
5430 -ÿFriäes,1,11,"11,"
5430 -ÿLebu‡Æo,1,12,"12,"
5430 -ÿNozelos,1,13,"13,"
5445 -ÿPadrela e T zem,1,14,"14,"
5430 -ÿPossacos,1,15,"15,"
5430 -ÿRio Torto,1,16,"16,"
5430 -ÿSanfins,1,17,"17,"
5445 -ÿSanta Maria de Emeres,1,18,"18,"
5430 -ÿSanta Valha,1,19,"19,"
5445 -ÿSantiago Ribeira de Alhariz,1,20,"20,"
5445 -ÿSÆo JoÆo da Corveira,1,21,"21,"
5430 -ÿSÆo Pedro de Veiga de Lila,1,22,"22,"
5445 -ÿSerapicos,1,23,"23,"
5430 -ÿSonim,1,24,"24,"
5430 -ÿTinhela,1,25,"25,"
5430 -ÿVales,1,26,"26,"
5430 -ÿValpa‡os,1,27,"27,"
5430 -ÿVassal,1,28,"28,"
5430 -ÿVeiga de Lila,1,29,"29,"
5430 -ÿVilarandelo,1,30,"30,"
Vila Pouca de Aguiarÿmunicipality[edit],0,31,"31,"
5450 -ÿAfonsim,1,0,"0,"
5450 -ÿAlfarela de Jales,1,1,"1,"
5450 -ÿBornes de Aguiar,1,2,"2,"
5450 -ÿBragado,1,3,"3,"
5450 -ÿCapeludos,1,4,"4,"
5450 -ÿGouvÆes da Serra,1,5,"5,"
5450 -ÿParada de Monteiros,1,6,"6,"
5450 -ÿPensalvos,1,7,"7,"
5450 -ÿSanta Marta da Montanha,1,8,"8,"
5450 -ÿSoutelo de Aguiar,1,9,"9,"
5450 -ÿTeläes,1,10,"10,"
5450 -ÿTresminas,1,11,"11,"
5450 -ÿValoura,1,12,"12,"
5450 -ÿVila Pouca de Aguiar,1,13,"13,"
5450 -ÿVreia de Bornes,1,14,"14,"
5450 -ÿVreia de Jales,1,15,"15,"
5450 -ÿSabroso de Aguiar,1,16,"16,"
5450 -ÿLixa do AlvÆo,1,17,"17,"
Vila Realÿmunicipality[edit],0,18,"18,"
5000 -ÿAba‡as,1,0,"0,"
5000 -ÿAdoufe,1,1,"1,"
5000 -ÿAndrÆes,1,2,"2,"
5000 -ÿArroios,1,3,"3,"
5000 -ÿBorbela,1,4,"4,"
5000 -ÿCampeÆ,1,5,"5,"
5000 -ÿConstantim,1,6,"6,"
5000 -ÿErmida,1,7,"7,"
5000 -ÿFolhadela,1,8,"8,"
5000 -ÿGuiÆes,1,9,"9,"
5000 -ÿJustes,1,10,"10,"
5000 -ÿLamares,1,11,"11,"
5000 -ÿLamas de Olo,1,12,"12,"
5000 -ÿLordelo,1,13,"13,"
5000 -ÿMateus,1,14,"14,"
5000 -ÿMondräes,1,15,"15,"
5000 -ÿMou‡¢s,1,16,"16,"
5000 -ÿNogueira,1,17,"17,"
5000 -ÿNossa Senhora da Concei‡Æo,1,18,"18,"
5000 -ÿParada de Cunhos,1,19,"19,"
5000 -ÿPena,1,20,"20,"
5000 -ÿQuintÆ,1,21,"21,"
5000 -ÿSÆo Dinis,1,22,"22,"
5000 -ÿSÆo Pedro,1,23,"23,"
5000 -ÿSÆo Tom‚ do Castelo,1,24,"24,"
5000 -ÿTorgueda,1,25,"25,"
5000 -ÿVale de Nogueiras,1,26,"26,"
5000 -ÿVila Cova,1,27,"27,"
5000 -ÿVila Marim,1,28,"28,"
5000 -ÿVilarinho de SamardÆ,1,29,"29,"
,0,30,"30,"
Viseu District[edit],0,0,"0,"
Armamarÿmunicipality[edit],0,0,"0,"
5110 -ÿAldeias,1,0,"0,"
5110 -ÿAricera,1,1,"1,"
5114 -ÿArmamar,1,2,"2,"
5110 -ÿCimbres,1,3,"3,"
5110 -ÿCoura,1,4,"4,"
5110 -ÿFolgosa,1,5,"5,"
5110 -ÿFontelo,1,6,"6,"
5110 -ÿGoujoim,1,7,"7,"
5110 -ÿQueimada,1,8,"8,"
5110 -ÿQueimadela,1,9,"9,"
5110 -ÿSanta Cruz,1,10,"10,"
5110 -ÿSantiago,1,11,"11,"
5110 -ÿSanto AdriÆo,1,12,"12,"
5110 -ÿSÆo Cosmado,1,13,"13,"
5110 -ÿSÆo Martinho das ChÆs,1,14,"14,"
5110 -ÿSÆo RomÆo,1,15,"15,"
5110 -ÿTäes,1,16,"16,"
5110 -ÿVacalar,1,17,"17,"
5110 -ÿVila Seca,1,18,"18,"
Carregal do Salÿmunicipality[edit],0,19,"19,"
3430 -ÿBeij¢s,1,0,"0,"
3430 -ÿCabanas de Viriato,1,1,"1,"
3430 -ÿCurrelos,1,2,"2,"
3430 -ÿOliveira do Conde,1,3,"3,"
3430 -ÿPap¡zios,1,4,"4,"
3430 -ÿParada,1,5,"5,"
3430 -ÿSobral,1,6,"6,"
Castro Daireÿmunicipality[edit],0,7,"7,"
3600 -ÿAlmofala,1,0,"0,"
3600 -ÿAlva,1,1,"1,"
3600 -ÿCabril,1,2,"2,"
3600 -ÿCastro Daire,1,3,"3,"
3600 -ÿCuj¢,1,4,"4,"
3600 -ÿErmida,1,5,"5,"
3600 -ÿEster,1,6,"6,"
3600 -ÿGafanhÆo,1,7,"7,"
3600 -ÿGosende,1,8,"8,"
3600 -ÿMamouros,1,9,"9,"
3600 -ÿMezio,1,10,"10,"
3600 -ÿMäes,1,11,"11,"
3600 -ÿMoledo,1,12,"12,"
3600 -ÿMonteiras,1,13,"13,"
3600 -ÿMoura Morta,1,14,"14,"
3600 -ÿParada de Ester,1,15,"15,"
3600 -ÿPepim,1,16,"16,"
3600 -ÿPicÆo,1,17,"17,"
3600 -ÿPinheiro,1,18,"18,"
3600 -ÿReriz,1,19,"19,"
3600 -ÿRibolhos,1,20,"20,"
3600 -ÿSÆo Joaninho,1,21,"21,"
CinfÆesÿmunicipality[edit],0,22,"22,"
4690 -ÿAlhäes,1,0,"0,"
4690 -ÿBustelo,1,1,"1,"
4690 -ÿCinfÆes,1,2,"2,"
4690 -ÿEspadanedo,1,3,"3,"
4690 -ÿFerreiros de Tendais,1,4,"4,"
4690 -ÿFornelos,1,5,"5,"
4690 -ÿGralheira,1,6,"6,"
4690 -ÿMoimenta,1,7,"7,"
4690 -ÿNespereira,1,8,"8,"
4690 -ÿOliveira do Douro,1,9,"9,"
4690 -ÿRamires,1,10,"10,"
4690 -ÿSantiago de PiÆes,1,11,"11,"
4690 -ÿSÆo Crist¢vÆo de Nogueira,1,12,"12,"
4690 -ÿSouselo,1,13,"13,"
4690 -ÿTarouquela,1,14,"14,"
4690 -ÿTendais,1,15,"15,"
4690 -ÿTravanca,1,16,"16,"
Lamegoÿmunicipality[edit],0,17,"17,"
5100 -ÿAlmacave,1,0,"0,"
5100 -ÿAväes,1,1,"1,"
5100 -ÿBigorne,1,2,"2,"
5100 -ÿBritiande,1,3,"3,"
5100 -ÿCambres,1,4,"4,"
5100 -ÿCepäes,1,5,"5,"
5100 -ÿFerreirim,1,6,"6,"
5100 -ÿFerreiros de Aväes,1,7,"7,"
5100 -ÿFigueira,1,8,"8,"
5100 -ÿLalim,1,9,"9,"
5100 -ÿLazarim,1,10,"10,"
5100 -ÿMagueija,1,11,"11,"
5100 -ÿMeijinhos,1,12,"12,"
5100 -ÿMelcäes,1,13,"13,"
5100 -ÿParada do Bispo,1,14,"14,"
5100 -ÿPenaj¢ia,1,15,"15,"
5100 -ÿPenude,1,16,"16,"
5100 -ÿPretarouca,1,17,"17,"
5100 -ÿSamodÆes,1,18,"18,"
5100 -ÿSande,1,19,"19,"
5100 -ÿS‚,1,20,"20,"
5100 -ÿValdigem,1,21,"21,"
5100 -ÿV rzea de Abrunhais,1,22,"22,"
5100 -ÿVila Nova Souto D'El-Rei,1,23,"23,"
Mangualdeÿmunicipality[edit],0,24,"24,"
3530 -ÿAbrunhosa-a-Velha,1,0,"0,"
3530 -ÿAlcafache,1,1,"1,"
3530 -ÿChÆs de Tavares,1,2,"2,"
3530 -ÿCunha Alta,1,3,"3,"
3530 -ÿCunha Baixa,1,4,"4,"
3530 -ÿEspinho,1,5,"5,"
3530 -ÿFornos de Maceira DÆo,1,6,"6,"
3530 -ÿFreixiosa,1,7,"7,"
3530 -ÿLobelhe do Mato,1,8,"8,"
3530 -ÿMangualde,1,9,"9,"
3530 -ÿMesquitela,1,10,"10,"
3534 -ÿMoimenta Maceira DÆo,1,11,"11,"
3530 -ÿP¢voa de CervÆes,1,12,"12,"
3530 -ÿQuintela de Azurara,1,13,"13,"
3530 -ÿSantiago de CassurrÆes,1,14,"14,"
3530 -ÿSÆo JoÆo da Fresta,1,15,"15,"
3530 -ÿTravanca de Tavares,1,16,"16,"
3530 -ÿV rzea de Tavares,1,17,"17,"
Moimenta da Beiraÿmunicipality[edit],0,18,"18,"
3620 -ÿAldeia de Nacomba,1,0,"0,"
3620 -ÿAlvite,1,1,"1,"
3620 -ÿArcozelos,1,2,"2,"
3620 -ÿAriz,1,3,"3,"
3620 -ÿBaldos,1,4,"4,"
3620 -ÿCaba‡os,1,5,"5,"
3620 -ÿCaria,1,6,"6,"
3620 -ÿCastelo,1,7,"7,"
3620 -ÿLeomil,1,8,"8,"
3620 -ÿMoimenta da Beira,1,9,"9,"
3620 -ÿNagosa,1,10,"10,"
3620 -ÿParadinha,1,11,"11,"
3620 -ÿPass“,1,12,"12,"
3620 -ÿPˆra Velha,1,13,"13,"
3620 -ÿPeva,1,14,"14,"
3620 -ÿRua,1,15,"15,"
3620 -ÿSarzedo,1,16,"16,"
3620 -ÿSegäes,1,17,"17,"
3620 -ÿSever,1,18,"18,"
3620 -ÿVilar,1,19,"19,"
Mort guaÿmunicipality[edit],0,20,"20,"
3450 -ÿAlma‡a,1,0,"0,"
3450 -ÿCercosa,1,1,"1,"
3450 -ÿCortega‡a,1,2,"2,"
3450 -ÿEspinho,1,3,"3,"
3450 -ÿMarmeleira,1,4,"4,"
3450 -ÿMort gua,1,5,"5,"
3450 -ÿPala,1,6,"6,"
3450 -ÿSobral,1,7,"7,"
3450 -ÿTrez¢i,1,8,"8,"
3450 -ÿVale de Rem¡gio,1,9,"9,"
Nelasÿmunicipality[edit],0,10,"10,"
3525 -ÿCanas de Senhorim,1,0,"0,"
3525 -ÿCarvalhal Redondo,1,1,"1,"
3520 -ÿNelas,1,2,"2,"
3520 -ÿSantar,1,3,"3,"
3520 -ÿSenhorim,1,4,"4,"
3520 -ÿVilar Seco,1,5,"5,"
3525 -ÿAguieira,1,6,"6,"
3525 -ÿLapa do Lobo,1,7,"7,"
3520 -ÿMoreira,1,8,"8,"
Oliveira de Fradesÿmunicipality[edit],0,9,"9,"
3475 -ÿArca,1,0,"0,"
3680 -ÿArcozelo das Maias,1,1,"1,"
3680 -ÿDestriz,1,2,"2,"
3680 -ÿOliveira de Frades,1,3,"3,"
3680 -ÿPinheiro,1,4,"4,"
3680 -ÿReigoso,1,5,"5,"
3680 -ÿRibeiradio,1,6,"6,"
3680 -ÿSÆo JoÆo da Serra,1,7,"7,"
3680 -ÿSÆo Vicente de Lafäes,1,8,"8,"
3680 -ÿSejÆes,1,9,"9,"
3680 -ÿSouto de Lafäes,1,10,"10,"
3475 -ÿVarzielas,1,11,"11,"
Penalva do Casteloÿmunicipality[edit],0,12,"12,"
3550 -ÿAntas,1,0,"0,"
3550 -ÿCastelo de Penalva,1,1,"1,"
3550 -ÿEsmolfe,1,2,"2,"
3550 -ÿGermil,1,3,"3,"
3550 -ÿInsua,1,4,"4,"
3550 -ÿLusinde,1,5,"5,"
3550 -ÿMareco,1,6,"6,"
3550 -ÿMatela,1,7,"7,"
3550 -ÿPindo,1,8,"8,"
3550 -ÿReal,1,9,"9,"
3550 -ÿSezures,1,10,"10,"
3550 -ÿTrancozelos,1,11,"11,"
3550 -ÿVila Cova do Covelo,1,12,"12,"
Penedonoÿmunicipality[edit],0,13,"13,"
3630 -ÿAntas,1,0,"0,"
3630 -ÿBeselga,1,1,"1,"
3630 -ÿCastain‡o,1,2,"2,"
3630 -ÿGranja,1,3,"3,"
3630 -ÿOurozinho,1,4,"4,"
3630 -ÿPenedono,1,5,"5,"
3630 -ÿPenela da Beira,1,6,"6,"
3630 -ÿP¢voa de Penela,1,7,"7,"
3630 -ÿSouto,1,8,"8,"
Resendeÿmunicipality[edit],0,9,"9,"
4660 -ÿAnreade,1,0,"0,"
4660 -ÿBarr“,1,1,"1,"
4660 -ÿC rquere,1,2,"2,"
4660 -ÿFeirÆo,1,3,"3,"
4660 -ÿFelgueiras,1,4,"4,"
4660 -ÿFreigil,1,5,"5,"
4660 -ÿMiomÆes,1,6,"6,"
4660 -ÿOvadas,1,7,"7,"
4660 -ÿPanchorra,1,8,"8,"
4660 -ÿPaus,1,9,"9,"
4660 -ÿResende,1,10,"10,"
4660 -ÿSÆo Cipriano,1,11,"11,"
4660 -ÿSÆo JoÆo de Fontoura,1,12,"12,"
4660 -ÿSÆo Martinho de Mouros,1,13,"13,"
4660 -ÿSÆo RomÆo de Aregos,1,14,"14,"
Santa Comba DÆoÿmunicipality[edit],0,15,"15,"
3440 -ÿCouto do Mosteiro,1,0,"0,"
3440 -ÿàvoa,1,1,"1,"
3440 -ÿPinheiro de µzere,1,2,"2,"
3440 -ÿSanta Comba DÆo,1,3,"3,"
3440 -ÿSÆo Joaninho,1,4,"4,"
3440 -ÿSÆo JoÆo de Areias,1,5,"5,"
3440 -ÿTreixedo,1,6,"6,"
3440 -ÿVimieiro,1,7,"7,"
3440 -ÿNagosela,1,8,"8,"
SÆo JoÆo da Pesqueiraÿmunicipality[edit],0,9,"9,"
5130 -ÿCastanheiro do Sul,1,0,"0,"
5130 -ÿErvedosa do Douro,1,1,"1,"
5130 -ÿEspinhosa,1,2,"2,"
5130 -ÿNagoselo do Douro,1,3,"3,"
5130 -ÿParedes da Beira,1,4,"4,"
5130 -ÿPereiros,1,5,"5,"
5130 -ÿRiodades,1,6,"6,"
5130 -ÿSÆo JoÆo da Pesqueira,1,7,"7,"
5130 -ÿSoutelo do Douro,1,8,"8,"
5130 -ÿTreväes,1,9,"9,"
5130 -ÿVale de Figueira,1,10,"10,"
5130 -ÿValongo dos Azeites,1,11,"11,"
5130 -ÿV rzea de Treväes,1,12,"12,"
5130 -ÿVilarouco,1,13,"13,"
